Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,Gender,Area,Personal Loan,Loan Size
41,17,93,4,0.8,Undergrad,218,0,0,0,Male,Orange,0,0
41,15,95,3,0.1,Undergrad,240,1,0,0,Female,Los Angeles,0,0
41,16,98,1,4,Professional,0,0,0,0,Male,Santa Barbara,0,0
41,16,98,3,1,Undergrad,296,0,0,0,Male,Santa Clara,0,0
41,16,99,1,1,Professional,0,0,0,1,Male,Orange,0,0
41,17,99,2,1.8,Postgrad,0,0,0,1,Female,San Diego,0,0
41,16,104,1,4,Professional,0,0,1,1,Female,San Diego,0,0
41,16,104,1,1,Professional,0,0,0,1,Female,San Diego,0,0
41,15,108,1,5.2,Undergrad,0,0,0,0,Female,Los Angeles,0,0
41,16,109,3,1,Undergrad,0,1,0,1,Male,Contra Costa,0,0
41,16,111,2,0.4,Undergrad,0,0,0,0,Male,San Diego,0,0
41,16,113,1,1,Professional,211,0,0,0,Male,Orange,0,0
41,17,114,2,1.8,Postgrad,0,0,0,1,Female,Los Angeles,0,0
41,16,115,1,7,Undergrad,0,0,0,0,Male,San Bernardino,0,0
41,16,118,2,3.3,Undergrad,0,0,0,1,Female,Alameda,0,0
41,17,119,2,6.1,Undergrad,263,1,0,1,Female,Marin,0,0
41,15,120,1,5.2,Undergrad,0,0,0,1,Female,Contra Costa,0,0
41,16,120,2,3.9,Undergrad,0,0,0,1,Female,Orange,0,0
41,17,121,1,0.3,Undergrad,0,0,0,1,Male,San Francisco,0,0
41,17,129,1,3.4,Undergrad,0,0,0,0,Female,Alameda,0,0
41,17,139,2,8,Undergrad,0,0,0,1,Female,Santa Clara,0,0
41,17,140,1,3.5,Undergrad,342,0,0,0,Female,Alameda,0,0
41,17,141,2,7.6,Undergrad,92,0,0,0,Male,Santa Clara,0,0
41,17,153,1,1.7,Undergrad,337,0,0,0,Female,San Diego,0,0
41,16,154,1,7,Undergrad,0,0,0,0,Female,San Bernardino,0,0
41,17,154,1,1.7,Undergrad,0,0,0,0,Male,Orange,0,0
41,16,155,1,7,Undergrad,0,0,0,0,Female,Santa Clara,0,0
41,17,160,2,8,Undergrad,0,0,0,1,Female,Orange,0,0
41,17,165,2,8,Undergrad,0,0,0,1,Female,San Francisco,0,0
41,17,165,2,7.6,Undergrad,157,0,0,0,Female,Los Angeles,0,0
42,17,9,2,0,Professional,0,0,0,0,Male,San Bernardino,0,0
42,16,11,1,0.2,Undergrad,87,0,0,0,Female,San Mateo,0,0
42,16,13,1,0.2,Undergrad,0,0,0,1,Female,Los Angeles,0,0
42,17,14,2,0.1,Postgrad,0,0,0,1,Female,Los Angeles,0,0
42,20,14,2,1,Postgrad,56,1,0,1,Male,Alameda,0,0
42,17,19,2,0,Professional,85,0,0,1,Male,San Diego,0,0
42,16,20,2,0.8,Professional,56,0,0,1,Female,Alameda,0,0
42,20,21,3,1,Postgrad,0,0,0,1,Male,Placer,0,0
42,18,22,1,1.4,Professional,0,0,0,1,Female,Los Angeles,0,0
42,18,22,1,1,Undergrad,0,0,0,0,Female,Los Angeles,0,0
42,17,23,2,0,Professional,0,0,0,0,Male,Santa Clara,0,0
42,15,24,3,1,Postgrad,0,0,0,1,Female,San Diego,0,0
42,16,25,2,0.8,Professional,0,0,0,0,Female,Santa Clara,0,0
42,17,28,1,0.6,Professional,0,0,0,0,Female,San Mateo,0,0
42,17,28,1,0.5,Professional,90,0,0,0,Female,Orange,0,0
42,12,29,3,2,Professional,0,0,0,0,Female,Fresno,0,0
42,17,29,1,0.6,Professional,0,0,0,1,Female,Sonoma,0,0
42,18,29,1,0.3,Professional,0,0,0,1,Male,Ventura,0,0
42,18,31,1,0.3,Professional,0,0,0,0,Female,Alameda,0,0
42,16,32,3,0.5,Postgrad,0,0,0,0,Female,Los Angeles,0,0
42,16,32,3,1.5,Undergrad,149,0,0,1,Female,San Francisco,0,0
42,17,32,4,0,Postgrad,0,0,0,1,Male,Contra Costa,0,0
42,18,33,1,1.4,Professional,0,0,0,1,Female,Los Angeles,0,0
42,12,34,3,2,Professional,0,0,0,0,Female,San Diego,0,0
42,15,34,3,1,Postgrad,0,1,0,1,Female,Los Angeles,0,0
42,18,34,1,2,Postgrad,0,1,0,0,Male,Orange,0,0
42,18,34,4,0.3,Undergrad,104,1,0,1,Male,San Diego,0,0
42,16,35,3,1.5,Undergrad,0,0,0,0,Male,San Diego,0,0
42,16,38,3,0.9,Professional,0,0,0,0,Female,Santa Clara,0,0
42,16,38,1,0.2,Undergrad,0,1,0,0,Male,Santa Barbara,0,0
42,15,39,3,1,Postgrad,132,0,0,0,Male,Los Angeles,0,0
42,18,39,3,2.1,Professional,0,0,0,0,Male,Trinity,0,0
42,18,39,1,0.3,Professional,0,0,0,1,Male,Orange,0,0
42,15,41,3,2.5,Postgrad,0,0,0,1,Male,Alameda,0,0
42,16,41,3,0.5,Professional,0,0,0,1,Female,Los Angeles,0,0
42,18,41,1,1.8,Undergrad,94,0,0,1,Female,San Diego,0,0
42,18,42,2,1.7,Undergrad,0,0,0,1,Male,Butte,0,0
42,18,43,1,0.3,Professional,158,0,0,0,Female,Los Angeles,0,0
42,18,43,1,0.7,Undergrad,136,0,0,0,Female,San Diego,0,0
42,17,44,1,0.3,Professional,0,1,1,1,Female,San Francisco,0,0
42,18,45,1,0.7,Undergrad,0,1,0,1,Female,Yolo,0,0
42,16,49,1,2.8,Undergrad,0,0,0,0,Female,Los Angeles,0,0
42,18,50,4,2.2,Postgrad,0,0,0,0,Female,Santa Clara,0,0
42,18,51,3,2.1,Professional,0,0,0,0,Male,Orange,0,0
42,18,52,4,1.9,Undergrad,0,0,0,1,Female,Santa Clara,0,0
42,18,52,2,2.5,Undergrad,0,0,0,0,Female,San Mateo,0,0
42,17,53,4,1.9,Professional,0,0,0,1,Male,Ventura,0,0
42,17,54,4,1.9,Professional,164,0,0,0,Male,Alameda,0,0
42,18,54,4,2.2,Postgrad,0,0,0,0,Female,San Mateo,0,0
42,18,54,1,1.8,Undergrad,0,0,0,1,Female,Los Angeles,0,0
42,16,55,1,0.7,Professional,135,0,0,1,Female,Sacramento,0,0
42,16,55,2,0.7,Undergrad,149,0,0,0,Female,Los Angeles,0,0
42,17,59,4,0.4,Undergrad,0,0,0,1,Male,San Francisco,0,0
42,17,60,1,2.4,Undergrad,98,0,0,1,Male,Santa Barbara,0,0
42,18,60,4,0.2,Professional,151,0,0,0,Male,Orange,0,0
42,17,61,3,0.5,Professional,0,0,0,1,Male,Marin,0,0
42,16,62,1,0.7,Professional,170,0,1,1,Female,Santa Clara,0,0
42,16,62,3,0.9,Professional,0,0,0,1,Male,Santa Cruz,0,0
42,18,62,3,2.1,Professional,0,0,0,1,Male,Santa Clara,0,0
42,17,63,2,2.2,Professional,0,0,0,1,Female,Sacramento,0,0
42,16,64,3,0.5,Professional,247,0,0,0,Female,Alameda,0,0
42,16,65,3,0.5,Professional,256,0,0,1,Female,Orange,0,0
42,18,65,3,2.1,Professional,0,0,0,1,Male,Santa Barbara,0,0
42,18,71,3,2.3,Undergrad,106,1,0,1,Female,Los Angeles,0,0
42,17,72,4,1.1,Postgrad,203,0,0,0,Male,Yolo,0,0
42,15,73,3,2.3,Postgrad,0,0,0,0,Female,Alameda,0,0
42,17,73,4,0.4,Undergrad,0,1,0,0,Male,Los Angeles,0,0
42,16,74,1,2.8,Undergrad,0,0,0,1,Female,Los Angeles,0,0
42,17,74,3,3,Undergrad,0,0,0,0,Female,San Diego,0,0
42,18,75,3,2.3,Undergrad,0,0,0,0,Female,San Diego,0,0
42,17,78,1,1,Professional,0,0,0,1,Male,Riverside,0,0
42,17,79,1,3.7,Professional,0,1,0,0,Female,San Diego,0,0
42,18,81,4,2.4,Undergrad,0,0,0,0,Male,Santa Clara,0,0
42,17,82,1,3.7,Professional,0,0,0,1,Male,Yolo,0,0
42,18,83,4,2,Undergrad,56,0,0,1,Male,Shasta,0,0
42,17,85,1,3.7,Professional,272,0,0,0,Female,Ventura,0,0
42,17,85,1,3.7,Professional,0,0,0,1,Male,Orange,0,0
42,18,88,4,0.8,Undergrad,0,0,0,1,Male,Orange,0,0
42,17,89,1,0.1,Postgrad,170,0,0,1,Male,Los Angeles,0,0
42,18,89,4,0.8,Undergrad,184,0,0,0,Female,Alameda,0,0
42,17,90,1,0.1,Postgrad,0,0,0,0,Female,Los Angeles,0,0
42,18,90,4,0.8,Undergrad,245,1,0,0,Female,Santa Cruz,0,0
42,17,91,1,0.1,Postgrad,199,0,0,1,Female,Contra Costa,0,0
42,17,93,4,1.9,Professional,0,0,0,0,Male,San Diego,0,0
42,17,95,3,0.5,Professional,0,0,0,0,Female,Los Angeles,0,0
42,17,98,2,0.4,Undergrad,0,0,0,1,Male,Sacramento,0,0
42,17,98,2,0.4,Undergrad,275,0,0,1,Female,Orange,0,0
42,17,108,3,1,Undergrad,383,0,0,1,Male,Santa Clara,0,0
42,18,110,2,6.1,Undergrad,182,0,0,1,Male,Alameda,0,0
42,17,113,3,1,Undergrad,0,1,0,1,Male,Santa Barbara,0,0
42,17,114,2,0.4,Undergrad,0,0,0,0,Male,Los Angeles,0,0
42,18,114,1,0.3,Undergrad,0,0,0,0,Male,Santa Clara,0,0
42,18,115,1,0.3,Undergrad,0,0,0,0,Female,Fresno,0,0
42,18,115,1,3.5,Undergrad,0,0,0,0,Female,Los Angeles,0,0
42,18,120,2,7.5,Undergrad,0,1,0,0,Female,San Luis Obispo,0,0
42,18,130,2,7.5,Undergrad,0,0,0,0,Male,Alameda,0,0
42,18,131,1,3.4,Undergrad,0,0,0,0,Male,Marin,0,0
42,18,135,2,3.3,Undergrad,0,1,1,1,Male,Santa Clara,0,0
42,18,141,1,3.5,Undergrad,0,0,0,0,Male,San Luis Obispo,0,0
42,18,142,1,3.4,Undergrad,496,0,0,1,Female,Santa Barbara,0,0
42,18,143,1,1.7,Undergrad,0,1,0,1,Male,Sacramento,0,0
42,18,144,2,6.1,Undergrad,158,0,0,0,Male,San Mateo,0,0
42,18,145,1,1.7,Undergrad,132,0,0,1,Male,Alameda,0,0
42,18,145,2,8,Undergrad,505,0,0,0,Male,San Mateo,0,0
42,17,155,1,7,Undergrad,0,0,0,0,Male,Orange,0,0
42,18,171,2,8,Undergrad,0,0,0,1,Male,Los Angeles,0,0
42,18,189,2,7.6,Undergrad,0,0,0,1,Female,Los Angeles,0,0
43,16,8,3,0.7,Postgrad,88,0,0,1,Male,Los Angeles,0,0
43,18,9,2,0,Professional,96,0,0,1,Male,Placer,0,0
43,18,10,2,0.1,Postgrad,0,1,0,0,Male,San Diego,0,0
43,18,19,2,0.3,Postgrad,0,0,0,1,Female,San Bernardino,0,0
43,19,20,3,0.5,Undergrad,0,0,0,0,Female,San Francisco,0,0
43,17,21,3,1.5,Undergrad,0,0,0,0,Female,Stanislaus,0,0
43,18,21,2,1.4,Postgrad,0,0,0,1,Female,Santa Clara,0,0
43,18,22,2,0,Professional,0,0,0,0,Female,Los Angeles,0,0
43,18,22,2,0.3,Postgrad,0,0,0,1,Male,Sacramento,0,0
43,18,22,2,0.3,Postgrad,0,0,0,0,Female,Los Angeles,0,0
43,16,25,3,1,Postgrad,0,0,0,1,Female,San Francisco,0,0
43,19,28,4,0.3,Undergrad,96,0,0,1,Female,Santa Clara,0,0
43,19,28,4,0.3,Undergrad,87,0,0,0,Male,Santa Clara,0,0
43,19,28,3,0.5,Undergrad,0,0,0,1,Female,Ventura,0,0
43,18,29,1,0.5,Professional,0,0,0,1,Female,Santa Clara,0,0
43,18,29,1,0.3,Professional,0,0,0,1,Male,Los Angeles,0,0
43,19,29,3,0.5,Undergrad,97,0,0,1,Female,Santa Clara,0,0
43,18,30,1,0.5,Professional,0,0,0,1,Male,Monterey,0,0
43,19,31,3,0.5,Undergrad,0,0,0,0,Female,San Mateo,0,0
43,19,31,4,0.3,Undergrad,156,0,0,1,Male,Los Angeles,0,0
43,17,32,3,0.5,Postgrad,0,0,0,1,Female,Los Angeles,0,0
43,19,32,3,0.6,Postgrad,0,0,0,0,Male,Alameda,0,0
43,19,32,4,0.3,Undergrad,0,0,0,0,Female,Alameda,0,0
43,13,33,1,0.8,Professional,0,0,0,0,Female,Monterey,0,0
43,19,34,3,0.6,Postgrad,0,0,0,0,Male,Santa Clara,0,0
43,18,35,1,0.6,Professional,0,0,0,0,Male,Orange,0,0
43,19,35,3,0.5,Undergrad,0,0,0,1,Female,San Diego,0,0
43,19,35,1,0.7,Undergrad,56,0,0,0,Male,Orange,0,0
43,13,38,3,2,Professional,0,0,0,1,Female,Yolo,0,0
43,18,38,1,0.5,Professional,144,0,0,1,Female,Santa Clara,0,0
43,19,40,3,0.6,Postgrad,0,0,0,1,Male,Marin,0,0
43,17,41,3,2.2,Postgrad,0,0,0,1,Female,Los Angeles,0,0
43,18,41,1,0.5,Professional,0,0,0,0,Male,Santa Clara,0,0
43,18,41,1,0.3,Professional,0,0,0,1,Female,Orange,0,0
43,18,42,1,0.3,Professional,0,0,0,1,Male,Los Angeles,0,0
43,16,44,3,1,Postgrad,0,0,0,1,Male,Alameda,0,0
43,17,44,1,0.2,Undergrad,0,1,1,1,Female,Alameda,0,0
43,17,45,2,0.7,Undergrad,0,0,0,0,Female,Santa Clara,0,0
43,19,45,3,0.6,Postgrad,0,0,0,0,Male,Los Angeles,0,0
43,17,48,3,2.2,Postgrad,0,0,0,0,Male,El Dorado,0,0
43,17,49,3,2.2,Postgrad,103,0,0,1,Female,Sacramento,0,0
43,17,49,1,2.8,Undergrad,0,0,0,1,Male,Alameda,0,0
43,18,50,4,1.9,Professional,0,0,0,0,Male,Los Angeles,0,0
43,17,51,1,0.7,Professional,0,0,0,0,Female,San Mateo,0,0
43,19,52,4,2.2,Postgrad,0,0,0,0,Male,Santa Clara,0,0
43,17,53,2,0.7,Undergrad,130,1,0,1,Male,Los Angeles,0,0
43,18,53,3,0.8,Professional,154,0,0,0,Male,San Diego,0,0
43,19,54,2,1.7,Undergrad,0,0,0,1,Female,Alameda,0,0
43,17,55,3,2.2,Postgrad,0,0,0,0,Male,Monterey,0,0
43,17,55,1,0.2,Undergrad,0,0,0,1,Female,Los Angeles,0,0
43,18,58,1,2.4,Undergrad,0,0,0,0,Male,Placer,0,0
43,19,58,2,3.2,Undergrad,0,0,0,1,Male,Stanislaus,0,0
43,17,59,3,0.9,Professional,87,0,0,1,Male,Santa Clara,0,0
43,18,59,3,0.8,Professional,91,0,0,1,Female,Monterey,0,0
43,18,59,1,3.7,Professional,0,0,0,1,Female,Monterey,0,0
43,18,59,1,2.4,Undergrad,250,0,0,1,Male,Los Angeles,0,0
43,18,60,2,2.2,Professional,115,0,0,0,Female,Monterey,0,0
43,18,60,2,2.2,Professional,0,0,0,0,Female,Los Angeles,0,0
43,19,60,3,2.1,Professional,0,0,0,1,Female,San Francisco,0,0
43,19,60,2,2.5,Undergrad,0,1,0,0,Male,Santa Clara,0,0
43,18,63,3,0.8,Professional,0,1,0,0,Female,Yolo,0,0
43,19,63,3,2.1,Professional,0,0,0,0,Female,San Francisco,0,0
43,16,65,3,2.7,Postgrad,100,0,0,0,Male,San Francisco,0,0
43,18,65,2,2.2,Professional,0,0,0,1,Female,Ventura,0,0
43,19,70,3,2.3,Undergrad,0,1,0,0,Female,Los Angeles,0,0
43,19,70,3,2.3,Undergrad,0,0,0,1,Male,Los Angeles,0,0
43,16,71,3,2.3,Postgrad,0,0,0,0,Male,Los Angeles,0,0
43,19,71,3,0.3,Professional,179,0,0,0,Female,Santa Clara,0,0
43,19,71,3,0.3,Professional,0,0,0,0,Male,San Diego,0,0
43,17,72,1,2.8,Undergrad,271,0,0,1,Female,Contra Costa,0,0
43,19,72,4,0.2,Professional,0,0,0,1,Male,Santa Clara,0,0
43,19,72,2,1.7,Undergrad,0,0,0,1,Female,Los Angeles,0,0
43,18,74,4,1.9,Professional,56,0,0,1,Female,San Mateo,0,0
43,18,74,4,0.4,Undergrad,0,0,0,0,Male,San Diego,0,0
43,19,74,4,1.9,Undergrad,0,0,0,0,Female,Santa Clara,0,0
43,19,75,4,0.2,Professional,102,0,0,1,Male,Los Angeles,0,0
43,19,75,3,0.3,Professional,0,0,0,0,Female,Los Angeles,0,0
43,16,78,3,2.7,Postgrad,161,0,0,1,Male,Sacramento,0,0
43,17,80,3,0.1,Undergrad,0,0,1,1,Female,Santa Clara,0,0
43,17,81,4,2.6,Professional,0,1,0,1,Female,Alameda,0,0
43,19,81,4,0.2,Professional,0,0,0,0,Female,Orange,0,0
43,19,81,2,3.2,Undergrad,0,0,0,1,Female,San Diego,0,0
43,19,81,2,3.2,Undergrad,0,0,0,0,Male,San Diego,0,0
43,19,81,1,0.3,Undergrad,218,0,0,1,Male,Los Angeles,0,0
43,17,82,1,5.2,Undergrad,79,0,0,1,Female,San Francisco,0,0
43,17,82,3,0.1,Undergrad,0,0,0,1,Female,Santa Clara,0,0
43,19,82,2,1.8,Postgrad,0,0,0,1,Male,Sacramento,0,0
43,18,83,2,3.8,Professional,112,0,0,0,Female,Yolo,0,0
43,18,83,3,0.5,Professional,0,0,0,0,Female,Santa Barbara,0,0
43,19,83,4,2,Professional,0,0,0,1,Female,Orange,0,0
43,17,84,4,2.6,Professional,289,1,1,1,Female,Alameda,0,0
43,18,84,1,4,Professional,0,0,0,0,Female,San Diego,0,0
43,19,84,4,0.2,Professional,297,0,0,1,Female,Orange,0,0
43,18,85,1,3.7,Professional,327,1,0,1,Female,Marin,0,0
43,18,85,1,4,Professional,287,0,0,1,Female,Orange,0,0
43,18,85,4,1.9,Professional,110,0,0,1,Male,Orange,0,0
43,18,88,4,1.1,Postgrad,0,0,0,1,Male,Los Angeles,0,0
43,18,89,3,0.5,Professional,108,0,0,0,Female,Santa Clara,0,0
43,18,89,3,0.5,Professional,0,0,0,1,Male,San Luis Obispo,0,0
43,18,89,1,0.1,Postgrad,307,0,0,0,Female,Orange,0,0
43,17,91,1,5.2,Undergrad,0,1,0,0,Female,Santa Clara,0,0
43,17,91,1,5.7,Undergrad,0,0,0,1,Male,Los Angeles,0,0
43,18,94,4,1.1,Postgrad,0,0,0,0,Female,San Francisco,0,0
43,17,98,3,1.1,Undergrad,0,0,0,0,Female,San Mateo,0,0
43,18,98,2,0.4,Undergrad,0,0,0,1,Female,San Diego,0,0
43,18,103,3,1,Undergrad,180,0,0,1,Female,Los Angeles,0,0
43,18,104,3,1,Undergrad,0,0,0,1,Male,Los Angeles,0,0
43,19,110,1,3.4,Undergrad,0,0,0,0,Male,Los Angeles,0,0
43,18,113,2,0.4,Undergrad,325,1,0,0,Female,Los Angeles,0,0
43,19,113,2,1.8,Postgrad,0,0,0,0,Male,Monterey,0,0
43,19,113,1,1.7,Undergrad,0,0,0,0,Male,Los Angeles,0,0
43,19,114,1,1.7,Undergrad,0,0,0,1,Female,San Bernardino,0,0
43,19,118,2,3.3,Undergrad,0,0,0,0,Male,Los Angeles,0,0
43,18,122,1,7,Undergrad,0,0,0,1,Male,San Diego,0,0
43,17,124,1,5.2,Undergrad,0,0,0,0,Male,San Francisco,0,0
43,19,128,1,4.7,Undergrad,0,0,0,1,Female,Santa Clara,0,0
43,19,129,1,5,Undergrad,0,1,0,1,Male,Monterey,0,0
43,19,132,1,5,Undergrad,0,0,0,0,Female,Los Angeles,0,0
43,18,140,1,7,Undergrad,205,0,0,1,Male,Yolo,0,0
43,19,153,2,7.5,Undergrad,0,0,0,1,Male,Los Angeles,0,0
43,17,158,1,2.4,Undergrad,0,0,0,1,Male,Orange,0,0
43,19,161,2,7.5,Undergrad,0,0,0,0,Female,Yolo,0,0
43,19,161,2,7.6,Undergrad,464,0,0,1,Male,San Diego,0,0
43,17,164,1,2.4,Undergrad,449,0,0,1,Male,Los Angeles,0,0
43,19,172,2,6.7,Undergrad,0,0,0,1,Female,Santa Clara,0,0
43,19,201,2,6.7,Undergrad,0,1,0,1,Male,Santa Clara,0,0
43,18,204,2,8.8,Undergrad,0,0,0,1,Female,San Diego,0,0
44,17,12,3,0.7,Postgrad,0,0,0,1,Female,Alameda,0,0
44,18,14,2,0.1,Professional,98,0,0,0,Female,Alameda,0,0
44,20,15,1,1,Undergrad,0,0,0,1,Male,Los Angeles,0,0
44,14,19,1,0.8,Professional,0,0,0,0,Male,San Francisco,0,0
44,20,20,1,1.4,Professional,0,0,0,0,Male,Orange,0,0
44,18,21,1,0.2,Undergrad,0,0,0,1,Female,Los Angeles,0,0
44,17,22,3,1,Postgrad,126,0,0,1,Male,Alameda,0,0
44,20,22,1,1,Undergrad,91,0,0,0,Male,Los Angeles,0,0
44,17,25,3,1,Postgrad,0,0,0,0,Female,Santa Cruz,0,0
44,19,28,1,0.3,Professional,0,0,0,1,Female,Los Angeles,0,0
44,17,29,3,1,Postgrad,0,0,0,1,Male,Alameda,0,0
44,19,30,1,0.6,Professional,0,0,0,1,Male,Alameda,0,0
44,19,30,1,0.5,Professional,0,0,0,1,Female,Los Angeles,0,0
44,19,30,4,0,Postgrad,0,0,0,1,Male,Yolo,0,0
44,20,30,4,0.3,Undergrad,0,0,0,0,Female,Santa Clara,0,0
44,14,33,1,0.8,Professional,171,0,0,0,Male,San Mateo,0,0
44,18,33,3,0.5,Postgrad,0,0,0,0,Male,Stanislaus,0,0
44,18,33,3,1.5,Undergrad,0,0,0,1,Male,Los Angeles,0,0
44,20,33,4,0.3,Undergrad,142,0,0,0,Female,Santa Clara,0,0
44,19,34,4,0,Postgrad,0,0,0,0,Male,Santa Cruz,0,0
44,20,34,1,0.3,Undergrad,78,0,0,1,Female,Yolo,0,0
44,19,35,4,0,Postgrad,0,0,0,1,Female,Santa Clara,0,0
44,20,38,2,2.1,Professional,95,0,0,1,Male,Los Angeles,0,0
44,20,39,2,2.1,Professional,119,0,0,0,Female,Santa Barbara,0,0
44,19,40,4,1.9,Professional,84,0,0,0,Male,Alameda,0,0
44,19,40,4,0,Postgrad,0,0,0,1,Male,San Bernardino,0,0
44,18,43,2,0.7,Undergrad,163,1,0,0,Female,Ventura,0,0
44,20,43,1,0.3,Professional,0,1,0,0,Female,San Diego,0,0
44,14,44,3,2,Professional,180,1,1,1,Female,San Francisco,0,0
44,19,44,4,0,Postgrad,0,0,0,0,Female,Los Angeles,0,0
44,19,45,4,0,Postgrad,0,0,0,1,Female,Alameda,0,0
44,20,45,2,2.5,Undergrad,0,0,0,1,Female,San Francisco,0,0
44,19,48,3,0.8,Professional,0,0,0,0,Male,Orange,0,0
44,19,49,4,1.9,Professional,89,0,0,1,Female,Alameda,0,0
44,19,50,3,2.7,Postgrad,0,0,0,1,Female,Los Angeles,0,0
44,20,50,3,2.3,Undergrad,200,0,0,0,Male,Sacramento,0,0
44,20,52,1,0.8,Professional,196,0,0,0,Male,San Francisco,0,0
44,18,53,1,0.2,Undergrad,0,0,0,1,Male,Alameda,0,0
44,18,54,1,2.8,Undergrad,202,0,0,0,Male,Los Angeles,0,0
44,18,55,1,0.2,Undergrad,0,0,0,0,Female,Alameda,0,0
44,19,61,3,2.7,Postgrad,0,0,0,0,Male,San Mateo,0,0
44,19,62,3,0.8,Professional,0,0,0,0,Female,Santa Barbara,0,0
44,20,62,3,0.3,Professional,0,0,0,0,Female,Los Angeles,0,0
44,20,62,2,2.5,Undergrad,0,1,0,1,Female,Marin,0,0
44,20,65,2,2.5,Undergrad,0,0,0,1,Female,San Diego,0,0
44,18,68,4,2.9,Undergrad,0,1,0,0,Female,Monterey,0,0
44,18,68,4,2.9,Undergrad,0,1,0,0,Male,Orange,0,0
44,19,68,1,3.7,Professional,0,0,0,1,Female,Santa Clara,0,0
44,20,68,1,0.8,Professional,91,0,0,0,Female,Santa Cruz,0,0
44,17,69,3,2.7,Postgrad,0,0,0,0,Female,Los Angeles,0,0
44,19,69,3,0.5,Professional,0,0,0,1,Female,Orange,0,0
44,19,69,4,0.4,Undergrad,0,0,0,0,Male,San Diego,0,0
44,20,69,1,0.8,Professional,184,0,1,1,Female,San Diego,0,0
44,20,69,1,0.8,Professional,0,0,0,1,Male,Sacramento,0,0
44,17,70,3,2.7,Postgrad,0,0,0,0,Male,Marin,0,0
44,19,70,1,0.1,Postgrad,0,0,0,0,Female,Orange,0,0
44,19,70,1,0.2,Postgrad,230,1,0,0,Male,San Bernardino,0,0
44,20,70,4,1.9,Undergrad,0,0,0,1,Male,Alameda,0,0
44,18,71,2,0.8,Professional,0,0,0,1,Male,Monterey,0,0
44,20,71,4,2,Professional,0,0,0,0,Female,Los Angeles,0,0
44,20,71,4,1.9,Undergrad,207,0,0,1,Female,Santa Clara,0,0
44,18,72,1,0.7,Professional,155,0,0,0,Female,Placer,0,0
44,20,72,3,0.3,Professional,0,0,0,1,Male,Yolo,0,0
44,20,72,3,0.3,Professional,0,0,0,1,Male,Orange,0,0
44,19,74,4,1.9,Professional,0,0,0,0,Female,Los Angeles,0,0
44,18,75,1,0.7,Professional,0,0,0,0,Female,Santa Clara,0,0
44,20,75,4,1.9,Undergrad,0,0,0,0,Female,Los Angeles,0,0
44,19,78,2,3.8,Professional,268,0,0,0,Male,San Diego,0,0
44,20,79,4,2,Professional,0,1,1,1,Female,Santa Clara,0,0
44,20,81,4,2,Professional,277,0,0,1,Male,Los Angeles,0,0
44,20,81,4,0.8,Undergrad,228,0,0,0,Male,Los Angeles,0,0
44,19,82,2,0.4,Undergrad,0,0,0,1,Female,Humboldt,0,0
44,20,82,4,1.4,Postgrad,201,0,0,1,Male,Alameda,0,0
44,19,83,2,3.8,Professional,0,1,0,0,Female,Sacramento,0,0
44,19,83,4,0.4,Undergrad,141,0,0,0,Female,San Diego,0,0
44,18,84,3,1.1,Undergrad,0,0,0,0,Male,Los Angeles,0,0
44,19,85,4,1.9,Professional,0,0,0,1,Female,San Diego,0,0
44,19,85,2,3.8,Professional,0,0,0,1,Male,Los Angeles,0,0
44,20,85,2,3.2,Undergrad,0,0,0,1,Female,San Diego,0,0
44,20,88,1,4.7,Undergrad,0,0,0,0,Male,Alameda,0,0
44,18,90,4,2.6,Professional,0,0,0,1,Male,Yolo,0,0
44,18,91,2,0.8,Professional,0,0,0,1,Male,Ventura,0,0
44,20,93,4,0.8,Undergrad,101,0,0,1,Female,San Diego,0,0
44,20,105,1,4.7,Undergrad,0,0,0,0,Female,San Bernardino,0,0
44,20,113,2,3.3,Undergrad,0,0,0,1,Female,Santa Clara,0,0
44,20,119,2,7.5,Undergrad,239,0,0,1,Female,Orange,0,0
44,20,122,1,0.3,Undergrad,0,0,0,1,Female,Santa Clara,0,0
44,20,122,1,0.3,Undergrad,0,1,0,1,Female,Los Angeles,0,0
44,20,124,1,4.7,Undergrad,0,0,0,1,Male,Los Angeles,0,0
44,18,129,1,5.7,Undergrad,0,0,0,1,Female,San Diego,0,0
44,20,129,2,3.3,Undergrad,0,0,0,1,Male,Shasta,0,0
44,20,130,1,5,Undergrad,0,0,0,0,Female,San Diego,0,0
44,20,138,2,3.3,Undergrad,0,0,0,0,Male,San Francisco,0,0
44,20,145,1,3.5,Undergrad,0,0,0,0,Male,Orange,0,0
44,20,149,1,1.7,Undergrad,0,0,0,1,Female,San Diego,0,0
44,20,150,2,3.3,Undergrad,0,0,0,0,Male,Santa Cruz,0,0
44,20,151,1,3.5,Undergrad,392,0,0,1,Female,Santa Clara,0,0
44,19,154,2,8.8,Undergrad,0,0,0,1,Male,San Diego,0,0
44,20,160,2,7.6,Undergrad,0,1,0,0,Male,Alameda,0,0
44,20,173,2,1.4,Undergrad,419,0,0,1,Female,Los Angeles,0,0
44,20,175,2,1.4,Undergrad,0,0,0,1,Male,El Dorado,0,0
44,20,180,2,7.6,Undergrad,524,0,0,0,Female,Monterey,0,0
44,20,182,2,7.6,Undergrad,0,0,0,0,Male,Alameda,0,0
